Produto	Descri?’o	Qtd	Custo unit	Previs’o de recebimento	recebido				
2623	Produto 2623	391	R$ 3.904,00	04/09/2025	Sim				
3075	Produto 3075	296	R$ 2.244,00	24/09/2025	N’o				
1681	Produto 1681	369	R$ 2.051,00	24/09/2025	N’o				
4488	Produto 4488	292	R$ 1.249,00	13/10/2025	Sim				
3774	Produto 3774	239	R$ 3.830,00	16/10/2025	Sim				
2160	Produto 2160	225	R$ 1.341,00	14/09/2025	Sim				
3478	Produto 3478	309	R$ 2.879,00	22/10/2025	N’o				
3270	Produto 3270	227	R$ 2.300,00	08/09/2025	N’o				
2189	Produto 2189	374	R$ 3.164,00	10/10/2025	N’o				
2047	Produto 2047	367	R$ 2.539,00	16/10/2025	N’o				
1883	Produto 1883	399	R$ 2.382,00	23/09/2025	N’o				
632	Produto 632	234	R$ 635,00	09/09/2025	Sim				
2258	Produto 2258	365	R$ 2.016,00	29/08/2025	Sim				
1008	Produto 1008	201	R$ 2.831,00	24/10/2025	Sim				
247	Produto 247	372	R$ 1.303,00	19/09/2025	N’o				
2194	Produto 2194	324	R$ 3.389,00	19/09/2025	Sim				
3942	Produto 3942	342	R$ 692,00	19/09/2025	Sim				
1433	Produto 1433	234	R$ 2.672,00	14/10/2025	N’o				
1130	Produto 1130	243	R$ 491,00	15/09/2025	Sim				
1382	Produto 1382	380	R$ 985,00	23/09/2025	Sim				
3394	Produto 3394	309	R$ 3.967,00	16/10/2025	Sim				
289	Produto 289	254	R$ 2.500,00	15/09/2025	N’o				
4749	Produto 4749	220	R$ 1.927,00	07/10/2025	Sim				
3807	Produto 3807	262	R$ 1.040,00	12/09/2025	N’o				
1626	Produto 1626	306	R$ 1.924,00	27/08/2025	N’o				
337	Produto 337	236	R$ 3.714,00	03/10/2025	Sim				
3441	Produto 3441	333	R$ 3.257,00	24/10/2025	Sim				
1022	Produto 1022	368	R$ 3.848,00	20/10/2025	Sim				
1319	Produto 1319	322	R$ 2.436,00	16/10/2025	N’o				
4795	Produto 4795	308	R$ 877,00	02/10/2025	Sim				
4870	Produto 4870	207	R$ 3.725,00	01/09/2025	Sim				
2842	Produto 2842	299	R$ 3.083,00	14/10/2025	Sim				
2570	Produto 2570	365	R$ 271,00	08/10/2025	N’o				
4049	Produto 4049	399	R$ 3.264,00	23/09/2025	Sim				
3949	Produto 3949	376	R$ 1.483,00	19/09/2025	Sim				
435	Produto 435	236	R$ 2.133,00	25/10/2025	Sim				
3277	Produto 3277	337	R$ 2.165,00	24/10/2025	Sim				
4273	Produto 4273	298	R$ 1.067,00	30/09/2025	Sim				
937	Produto 937	349	R$ 1.987,00	13/10/2025	N’o				
281	Produto 281	266	R$ 2.284,00	27/09/2025	Sim				
4548	Produto 4548	375	R$ 3.769,00	08/10/2025	Sim				
3276	Produto 3276	282	R$ 1.057,00	19/09/2025	N’o				
2512	Produto 2512	229	R$ 972,00	15/09/2025	N’o				
1263	Produto 1263	398	R$ 900,00	24/09/2025	Sim				
4802	Produto 4802	312	R$ 3.662,00	22/09/2025	N’o				
1599	Produto 1599	299	R$ 905,00	01/10/2025	Sim				
3396	Produto 3396	311	R$ 3.972,00	01/09/2025	N’o				
999	Produto 999	369	R$ 3.946,00	21/09/2025	Sim				
696	Produto 696	351	R$ 1.558,00	11/10/2025	Sim				
3528	Produto 3528	203	R$ 1.004,00	26/10/2025	N’o				
3950	Produto 3950	230	R$ 2.414,00	13/10/2025	Sim				
668	Produto 668	267	R$ 2.731,00	09/10/2025	Sim				
2949	Produto 2949	205	R$ 2.056,00	23/10/2025	N’o				
3036	Produto 3036	400	R$ 1.275,00	23/09/2025	Sim				
3443	Produto 3443	245	R$ 3.022,00	25/10/2025	Sim				
4090	Produto 4090	337	R$ 605,00	01/09/2025	Sim				
2005	Produto 2005	266	R$ 2.992,00	08/09/2025	Sim				
367	Produto 367	236	R$ 1.418,00	19/10/2025	N’o				
561	Produto 561	238	R$ 3.002,00	27/08/2025	Sim				
3290	Produto 3290	348	R$ 3.804,00	14/09/2025	Sim				
1535	Produto 1535	259	R$ 2.778,00	18/09/2025	N’o				
3407	Produto 3407	352	R$ 3.453,00	02/09/2025	Sim				
2569	Produto 2569	207	R$ 672,00	09/10/2025	Sim				
977	Produto 977	223	R$ 2.329,00	06/09/2025	Sim				
3003	Produto 3003	201	R$ 3.481,00	11/09/2025	Sim				
4066	Produto 4066	367	R$ 1.855,00	08/09/2025	N’o				
2938	Produto 2938	303	R$ 3.188,00	21/09/2025	N’o				
2441	Produto 2441	201	R$ 2.174,00	23/09/2025	N’o				
1009	Produto 1009	233	R$ 519,00	16/09/2025	N’o				
334	Produto 334	357	R$ 3.411,00	17/10/2025	Sim				
2551	Produto 2551	281	R$ 3.333,00	27/08/2025	N’o				
4205	Produto 4205	262	R$ 3.015,00	01/09/2025	Sim				
1225	Produto 1225	357	R$ 2.642,00	04/09/2025	Sim				
4336	Produto 4336	387	R$ 953,00	27/08/2025	N’o				
1788	Produto 1788	307	R$ 3.512,00	09/10/2025	N’o				
4575	Produto 4575	354	R$ 1.465,00	13/09/2025	N’o				
4843	Produto 4843	365	R$ 2.453,00	10/09/2025	N’o				
3131	Produto 3131	361	R$ 3.158,00	26/09/2025	Sim				
3476	Produto 3476	258	R$ 295,00	08/10/2025	Sim				
1042	Produto 1042	329	R$ 3.031,00	15/09/2025	N’o				
1488	Produto 1488	243	R$ 2.256,00	24/09/2025	N’o				
357	Produto 357	260	R$ 1.750,00	05/10/2025	N’o				
1880	Produto 1880	314	R$ 797,00	09/10/2025	N’o				
4956	Produto 4956	241	R$ 2.281,00	16/09/2025	Sim				
1491	Produto 1491	236	R$ 700,00	07/09/2025	Sim				
4281	Produto 4281	249	R$ 1.566,00	12/10/2025	N’o				
4926	Produto 4926	299	R$ 2.020,00	21/09/2025	Sim				
1628	Produto 1628	236	R$ 411,00	04/09/2025	N’o				
558	Produto 558	273	R$ 295,00	04/10/2025	N’o				
2520	Produto 2520	281	R$ 3.231,00	11/10/2025	N’o				
1695	Produto 1695	207	R$ 3.611,00	07/10/2025	Sim				
1124	Produto 1124	357	R$ 433,00	06/09/2025	N’o				
3705	Produto 3705	355	R$ 3.496,00	24/10/2025	Sim				
1751	Produto 1751	343	R$ 3.693,00	14/09/2025	Sim				
2980	Produto 2980	321	R$ 814,00	26/09/2025	N’o				
284	Produto 284	380	R$ 3.312,00	01/09/2025	N’o				
2177	Produto 2177	353	R$ 1.709,00	09/09/2025	N’o				
3146	Produto 3146	294	R$ 410,00	27/09/2025	N’o				
2655	Produto 2655	206	R$ 659,00	28/09/2025	N’o				
4761	Produto 4761	301	R$ 3.222,00	10/09/2025	N’o				
483	Produto 483	332	R$ 2.316,00	10/09/2025	Sim				
3819	Produto 3819	346	R$ 2.607,00	17/09/2025	Sim				
825	Produto 825	399	R$ 1.066,00	24/09/2025	N’o				
2212	Produto 2212	247	R$ 3.363,00	13/10/2025	N’o				
2703	Produto 2703	200	R$ 1.564,00	13/09/2025	N’o				
1061	Produto 1061	299	R$ 1.077,00	07/10/2025	N’o				
2033	Produto 2033	359	R$ 1.879,00	06/09/2025	Sim				
649	Produto 649	304	R$ 517,00	12/10/2025	N’o				
3652	Produto 3652	301	R$ 1.215,00	27/08/2025	Sim				
874	Produto 874	241	R$ 3.590,00	23/09/2025	N’o				
2108	Produto 2108	321	R$ 3.819,00	26/10/2025	Sim				
3499	Produto 3499	234	R$ 2.528,00	20/09/2025	Sim				
4418	Produto 4418	376	R$ 2.849,00	10/10/2025	N’o				
3623	Produto 3623	368	R$ 3.689,00	11/09/2025	N’o				
4047	Produto 4047	221	R$ 2.793,00	15/10/2025	N’o				
2720	Produto 2720	380	R$ 2.739,00	26/10/2025	Sim				
4878	Produto 4878	280	R$ 3.407,00	06/10/2025	N’o				
452	Produto 452	224	R$ 997,00	15/10/2025	N’o				
1021	Produto 1021	275	R$ 755,00	24/10/2025	N’o				
2063	Produto 2063	361	R$ 2.900,00	28/09/2025	N’o				
1714	Produto 1714	317	R$ 498,00	13/10/2025	N’o				
2403	Produto 2403	370	R$ 1.896,00	14/09/2025	N’o				
4756	Produto 4756	322	R$ 2.241,00	03/09/2025	Sim				
3836	Produto 3836	296	R$ 824,00	10/10/2025	Sim				
270	Produto 270	203	R$ 2.593,00	15/09/2025	Sim				
3343	Produto 3343	255	R$ 3.359,00	13/09/2025	Sim				
2400	Produto 2400	376	R$ 3.403,00	17/10/2025	N’o				
451	Produto 451	320	R$ 3.856,00	31/08/2025	N’o				
4715	Produto 4715	356	R$ 1.144,00	19/09/2025	N’o				
4380	Produto 4380	319	R$ 3.521,00	27/08/2025	N’o				
377	Produto 377	272	R$ 893,00	15/10/2025	Sim				
1671	Produto 1671	262	R$ 2.756,00	26/09/2025	Sim				
3144	Produto 3144	226	R$ 2.854,00	01/10/2025	N’o				
2299	Produto 2299	384	R$ 2.885,00	16/09/2025	Sim				
4074	Produto 4074	268	R$ 3.959,00	21/10/2025	N’o				
550	Produto 550	307	R$ 331,00	08/10/2025	N’o				
1124	Produto 1124	244	R$ 2.946,00	05/10/2025	Sim				
3791	Produto 3791	358	R$ 2.395,00	26/09/2025	Sim				
4148	Produto 4148	303	R$ 3.975,00	05/10/2025	N’o				
2475	Produto 2475	247	R$ 3.469,00	06/10/2025	N’o				
4675	Produto 4675	313	R$ 2.338,00	08/10/2025	N’o				
4392	Produto 4392	325	R$ 368,00	30/08/2025	Sim				
2528	Produto 2528	345	R$ 3.532,00	09/09/2025	N’o				
4363	Produto 4363	355	R$ 3.362,00	10/09/2025	N’o				
2057	Produto 2057	239	R$ 3.421,00	29/08/2025	Sim				
4835	Produto 4835	383	R$ 2.515,00	08/09/2025	Sim				
2086	Produto 2086	254	R$ 3.303,00	22/09/2025	N’o				
4623	Produto 4623	318	R$ 1.019,00	08/10/2025	N’o				
4242	Produto 4242	234	R$ 1.259,00	24/10/2025	Sim				
2493	Produto 2493	338	R$ 250,00	11/09/2025	Sim				
1660	Produto 1660	231	R$ 534,00	25/10/2025	Sim				
3758	Produto 3758	282	R$ 1.870,00	24/09/2025	Sim				
785	Produto 785	301	R$ 525,00	16/10/2025	Sim				
2763	Produto 2763	258	R$ 3.165,00	13/10/2025	Sim				
4081	Produto 4081	282	R$ 3.297,00	04/10/2025	N’o				
765	Produto 765	327	R$ 2.346,00	24/10/2025	Sim				
390	Produto 390	214	R$ 3.514,00	22/10/2025	N’o				
4569	Produto 4569	252	R$ 2.810,00	21/10/2025	N’o				
1702	Produto 1702	364	R$ 3.314,00	04/10/2025	Sim				
3337	Produto 3337	261	R$ 235,00	04/09/2025	Sim				
2073	Produto 2073	300	R$ 2.236,00	16/09/2025	Sim				
4714	Produto 4714	321	R$ 2.554,00	20/09/2025	N’o				
3769	Produto 3769	236	R$ 3.386,00	25/09/2025	Sim				
2492	Produto 2492	234	R$ 829,00	25/09/2025	N’o				
988	Produto 988	224	R$ 1.073,00	20/10/2025	Sim				
3018	Produto 3018	268	R$ 3.212,00	02/09/2025	N’o				
1414	Produto 1414	251	R$ 2.696,00	15/09/2025	Sim				
2020	Produto 2020	301	R$ 216,00	03/09/2025	N’o				
1050	Produto 1050	337	R$ 1.165,00	09/09/2025	N’o				
3590	Produto 3590	383	R$ 2.852,00	28/09/2025	Sim				
3169	Produto 3169	260	R$ 3.475,00	19/09/2025	Sim				
4323	Produto 4323	267	R$ 3.795,00	21/09/2025	Sim				
268	Produto 268	275	R$ 1.093,00	01/09/2025	N’o				
3127	Produto 3127	243	R$ 3.006,00	27/09/2025	Sim				
1368	Produto 1368	230	R$ 1.347,00	22/10/2025	Sim				
2199	Produto 2199	215	R$ 1.464,00	29/09/2025	Sim				
348	Produto 348	216	R$ 259,00	25/09/2025	N’o				
3582	Produto 3582	373	R$ 377,00	23/09/2025	Sim				
4197	Produto 4197	218	R$ 3.504,00	18/10/2025	Sim				
2361	Produto 2361	218	R$ 664,00	06/10/2025	Sim				
2582	Produto 2582	226	R$ 1.130,00	29/09/2025	N’o				
4908	Produto 4908	250	R$ 1.733,00	24/10/2025	N’o				
893	Produto 893	358	R$ 1.236,00	10/10/2025	Sim				
3424	Produto 3424	271	R$ 3.926,00	15/09/2025	N’o				
3257	Produto 3257	334	R$ 3.411,00	12/09/2025	N’o				
1356	Produto 1356	393	R$ 964,00	24/10/2025	N’o				
1038	Produto 1038	268	R$ 3.438,00	20/09/2025	N’o				
2232	Produto 2232	341	R$ 1.431,00	31/08/2025	Sim				
4262	Produto 4262	307	R$ 693,00	10/10/2025	N’o				
4309	Produto 4309	377	R$ 3.848,00	17/10/2025	N’o				
1961	Produto 1961	240	R$ 3.275,00	04/09/2025	Sim				
441	Produto 441	334	R$ 2.107,00	31/08/2025	N’o				
1386	Produto 1386	203	R$ 1.508,00	26/10/2025	N’o				
4285	Produto 4285	213	R$ 2.773,00	11/10/2025	N’o				
3580	Produto 3580	353	R$ 2.025,00	31/08/2025	N’o				
763	Produto 763	363	R$ 1.511,00	27/09/2025	Sim				
4868	Produto 4868	258	R$ 2.210,00	15/09/2025	Sim				
1304	Produto 1304	276	R$ 2.067,00	01/10/2025	Sim				
1524	Produto 1524	344	R$ 356,00	04/10/2025	N’o				
3108	Produto 3108	346	R$ 415,00	22/09/2025	Sim				
962	Produto 962	296	R$ 2.878,00	06/10/2025	Sim				
2861	Produto 2861	384	R$ 3.344,00	06/10/2025	N’o				
2584	Produto 2584	278	R$ 1.764,00	09/09/2025	Sim				
1869	Produto 1869	267	R$ 3.513,00	09/10/2025	Sim				
2866	Produto 2866	209	R$ 3.661,00	21/09/2025	Sim				
1494	Produto 1494	260	R$ 3.022,00	07/09/2025	Sim				
3038	Produto 3038	358	R$ 463,00	12/09/2025	N’o				
4387	Produto 4387	356	R$ 909,00	24/10/2025	Sim				
3295	Produto 3295	368	R$ 1.976,00	19/10/2025	N’o				
3373	Produto 3373	388	R$ 2.762,00	07/09/2025	N’o				
2045	Produto 2045	296	R$ 582,00	29/09/2025	N’o				
4745	Produto 4745	220	R$ 1.949,00	06/09/2025	N’o				
2060	Produto 2060	306	R$ 2.951,00	25/09/2025	N’o				
258	Produto 258	288	R$ 2.218,00	21/09/2025	N’o				
2654	Produto 2654	370	R$ 890,00	17/10/2025	Sim				
4132	Produto 4132	288	R$ 477,00	17/09/2025	N’o				
3140	Produto 3140	269	R$ 547,00	24/10/2025	N’o				
2435	Produto 2435	394	R$ 3.400,00	03/09/2025	Sim				
3351	Produto 3351	359	R$ 2.466,00	23/09/2025	Sim				
1332	Produto 1332	379	R$ 3.293,00	29/08/2025	N’o				
1899	Produto 1899	337	R$ 3.482,00	14/10/2025	Sim				
3983	Produto 3983	216	R$ 792,00	19/10/2025	Sim				
3089	Produto 3089	334	R$ 1.862,00	10/09/2025	Sim				
4963	Produto 4963	243	R$ 3.944,00	14/09/2025	Sim				
361	Produto 361	397	R$ 2.892,00	09/09/2025	Sim				
3086	Produto 3086	323	R$ 432,00	22/09/2025	N’o				
2998	Produto 2998	239	R$ 742,00	24/10/2025	N’o				
2232	Produto 2232	343	R$ 2.253,00	13/10/2025	Sim				
1646	Produto 1646	270	R$ 783,00	05/09/2025	Sim				
2301	Produto 2301	270	R$ 1.905,00	12/09/2025	Sim				
3211	Produto 3211	397	R$ 3.792,00	31/08/2025	Sim				
4096	Produto 4096	210	R$ 3.841,00	13/10/2025	N’o				
3917	Produto 3917	208	R$ 2.249,00	28/08/2025	Sim				
2485	Produto 2485	386	R$ 1.357,00	30/08/2025	Sim				
2126	Produto 2126	205	R$ 3.587,00	05/09/2025	N’o				
592	Produto 592	380	R$ 3.711,00	09/10/2025	N’o				
4542	Produto 4542	299	R$ 2.743,00	08/09/2025	Sim				
3103	Produto 3103	275	R$ 3.744,00	13/10/2025	Sim				
4850	Produto 4850	212	R$ 1.638,00	02/09/2025	N’o				
4070	Produto 4070	289	R$ 1.031,00	27/09/2025	N’o				
2119	Produto 2119	289	R$ 3.172,00	06/09/2025	Sim				
853	Produto 853	308	R$ 682,00	07/10/2025	N’o				
3607	Produto 3607	291	R$ 2.202,00	21/09/2025	N’o				
1014	Produto 1014	215	R$ 2.531,00	20/09/2025	Sim				
3707	Produto 3707	340	R$ 587,00	09/10/2025	Sim				
3640	Produto 3640	367	R$ 3.945,00	02/10/2025	Sim				
1709	Produto 1709	399	R$ 1.188,00	08/09/2025	Sim				
3079	Produto 3079	237	R$ 1.593,00	29/09/2025	N’o				
4490	Produto 4490	293	R$ 510,00	19/10/2025	N’o				
4778	Produto 4778	257	R$ 1.525,00	17/10/2025	N’o				
3675	Produto 3675	395	R$ 1.058,00	09/09/2025	N’o				
2576	Produto 2576	343	R$ 1.621,00	16/09/2025	Sim				
2063	Produto 2063	333	R$ 3.769,00	26/10/2025	Sim				
1806	Produto 1806	356	R$ 3.916,00	01/09/2025	N’o				
3027	Produto 3027	264	R$ 706,00	04/09/2025	N’o				
2498	Produto 2498	353	R$ 2.234,00	04/10/2025	Sim				
2630	Produto 2630	373	R$ 3.164,00	20/09/2025	N’o				
4173	Produto 4173	359	R$ 3.899,00	05/09/2025	Sim				
331	Produto 331	377	R$ 1.473,00	16/10/2025	Sim				
4253	Produto 4253	394	R$ 1.890,00	12/09/2025	N’o				
1330	Produto 1330	223	R$ 2.925,00	27/08/2025	N’o				
666	Produto 666	331	R$ 3.623,00	26/10/2025	N’o				
1586	Produto 1586	397	R$ 2.835,00	14/09/2025	Sim				
4367	Produto 4367	335	R$ 1.125,00	26/10/2025	N’o				
4146	Produto 4146	340	R$ 1.755,00	02/10/2025	N’o				
3015	Produto 3015	305	R$ 3.277,00	05/09/2025	N’o				
1324	Produto 1324	237	R$ 809,00	10/10/2025	N’o				
431	Produto 431	203	R$ 1.356,00	29/09/2025	N’o				
1599	Produto 1599	396	R$ 1.394,00	07/10/2025	N’o				
1629	Produto 1629	226	R$ 1.598,00	03/10/2025	N’o				
1262	Produto 1262	311	R$ 2.472,00	13/09/2025	Sim				
2145	Produto 2145	234	R$ 3.958,00	06/09/2025	N’o				
3165	Produto 3165	323	R$ 2.463,00	08/09/2025	N’o				
2146	Produto 2146	359	R$ 842,00	12/09/2025	Sim				
3306	Produto 3306	247	R$ 1.509,00	16/10/2025	Sim				
3096	Produto 3096	388	R$ 528,00	18/10/2025	N’o				
1053	Produto 1053	225	R$ 980,00	12/10/2025	N’o				
1610	Produto 1610	350	R$ 3.022,00	28/09/2025	Sim				
4358	Produto 4358	298	R$ 484,00	19/10/2025	Sim				
1569	Produto 1569	256	R$ 3.107,00	12/09/2025	Sim				
4882	Produto 4882	359	R$ 2.161,00	24/09/2025	Sim				
3273	Produto 3273	248	R$ 2.904,00	16/09/2025	N’o				
1486	Produto 1486	343	R$ 2.721,00	07/10/2025	N’o				
2584	Produto 2584	330	R$ 2.166,00	09/09/2025	Sim				
563	Produto 563	302	R$ 374,00	18/10/2025	Sim				
4308	Produto 4308	335	R$ 1.301,00	18/10/2025	Sim				
501	Produto 501	266	R$ 1.635,00	01/10/2025	Sim				
1143	Produto 1143	245	R$ 673,00	08/09/2025	N’o				
2078	Produto 2078	234	R$ 939,00	24/09/2025	Sim				
4522	Produto 4522	259	R$ 3.647,00	21/10/2025	N’o				
1926	Produto 1926	347	R$ 1.914,00	11/10/2025	Sim				
2874	Produto 2874	371	R$ 2.539,00	08/09/2025	Sim				
2088	Produto 2088	219	R$ 1.712,00	20/09/2025	Sim				
1594	Produto 1594	231	R$ 1.859,00	03/10/2025	Sim				
3445	Produto 3445	313	R$ 1.918,00	29/08/2025	N’o				
2505	Produto 2505	360	R$ 320,00	11/10/2025	N’o				
308	Produto 308	266	R$ 3.440,00	20/10/2025	N’o				
1525	Produto 1525	340	R$ 3.851,00	25/10/2025	Sim				
2980	Produto 2980	343	R$ 2.611,00	22/09/2025	N’o				
4093	Produto 4093	364	R$ 1.949,00	24/09/2025	N’o				
1669	Produto 1669	211	R$ 3.902,00	14/10/2025	Sim				
1497	Produto 1497	265	R$ 3.795,00	24/09/2025	Sim				
1974	Produto 1974	281	R$ 957,00	26/09/2025	Sim				
4822	Produto 4822	375	R$ 710,00	11/10/2025	N’o				
4136	Produto 4136	269	R$ 3.570,00	11/09/2025	Sim				
4119	Produto 4119	367	R$ 2.448,00	03/09/2025	Sim				
3922	Produto 3922	277	R$ 620,00	22/10/2025	N’o				
3400	Produto 3400	396	R$ 1.203,00	07/09/2025	Sim				
1661	Produto 1661	236	R$ 379,00	15/09/2025	Sim				
652	Produto 652	377	R$ 733,00	09/09/2025	N’o				
1602	Produto 1602	375	R$ 2.619,00	21/10/2025	N’o				
1793	Produto 1793	244	R$ 1.765,00	01/10/2025	N’o				
388	Produto 388	236	R$ 3.543,00	13/10/2025	N’o				
2135	Produto 2135	224	R$ 3.306,00	29/09/2025	N’o				
3795	Produto 3795	237	R$ 2.545,00	05/09/2025	N’o				
3778	Produto 3778	250	R$ 922,00	12/09/2025	Sim				
4702	Produto 4702	343	R$ 2.703,00	30/08/2025	Sim				
3989	Produto 3989	347	R$ 2.329,00	24/10/2025	Sim				
763	Produto 763	375	R$ 2.341,00	10/10/2025	Sim				
3600	Produto 3600	259	R$ 3.971,00	29/09/2025	N’o				
2370	Produto 2370	241	R$ 1.899,00	07/09/2025	Sim				
2745	Produto 2745	265	R$ 3.370,00	27/09/2025	N’o				
1475	Produto 1475	289	R$ 1.130,00	21/09/2025	N’o				
1152	Produto 1152	376	R$ 2.874,00	13/09/2025	N’o				
3619	Produto 3619	339	R$ 1.434,00	17/09/2025	N’o				
2063	Produto 2063	301	R$ 3.236,00	21/10/2025	Sim				
4548	Produto 4548	217	R$ 2.590,00	10/10/2025	N’o				
1354	Produto 1354	286	R$ 505,00	18/09/2025	Sim				
4673	Produto 4673	274	R$ 3.245,00	27/09/2025	Sim				
3855	Produto 3855	300	R$ 3.983,00	16/09/2025	Sim				
2897	Produto 2897	374	R$ 685,00	21/09/2025	Sim				
3796	Produto 3796	277	R$ 3.588,00	15/09/2025	N’o				
4559	Produto 4559	274	R$ 2.839,00	02/09/2025	Sim				
4454	Produto 4454	264	R$ 1.933,00	09/09/2025	N’o				
4965	Produto 4965	270	R$ 3.077,00	24/09/2025	N’o				
1854	Produto 1854	391	R$ 802,00	28/08/2025	Sim				
3436	Produto 3436	326	R$ 3.628,00	30/09/2025	Sim				
1601	Produto 1601	289	R$ 1.085,00	03/09/2025	N’o				
1791	Produto 1791	286	R$ 3.985,00	10/10/2025	Sim				
407	Produto 407	262	R$ 2.073,00	16/10/2025	Sim				
1671	Produto 1671	334	R$ 2.915,00	29/09/2025	N’o				
1286	Produto 1286	259	R$ 1.622,00	19/10/2025	Sim				
4800	Produto 4800	204	R$ 1.173,00	21/09/2025	N’o				
428	Produto 428	330	R$ 2.520,00	05/09/2025	Sim				
1269	Produto 1269	300	R$ 1.006,00	11/09/2025	N’o				
3216	Produto 3216	222	R$ 2.204,00	26/09/2025	Sim				
652	Produto 652	331	R$ 3.035,00	21/09/2025	Sim				
3558	Produto 3558	381	R$ 2.517,00	03/10/2025	Sim				
4446	Produto 4446	385	R$ 883,00	25/10/2025	Sim				
1332	Produto 1332	365	R$ 1.758,00	01/09/2025	N’o				
2854	Produto 2854	347	R$ 1.596,00	02/10/2025	Sim				
918	Produto 918	266	R$ 364,00	01/09/2025	N’o				
530	Produto 530	268	R$ 2.144,00	02/09/2025	N’o				
2754	Produto 2754	229	R$ 3.793,00	02/09/2025	N’o				
1858	Produto 1858	307	R$ 2.293,00	27/08/2025	Sim				
1239	Produto 1239	288	R$ 817,00	20/09/2025	N’o				
4040	Produto 4040	287	R$ 3.570,00	15/10/2025	Sim				
1548	Produto 1548	338	R$ 2.023,00	15/10/2025	Sim				
2284	Produto 2284	286	R$ 2.681,00	21/10/2025	N’o				
1507	Produto 1507	398	R$ 2.888,00	23/09/2025	N’o				
2807	Produto 2807	256	R$ 2.911,00	03/10/2025	Sim				
3869	Produto 3869	366	R$ 2.172,00	10/10/2025	Sim				
4644	Produto 4644	300	R$ 3.990,00	27/09/2025	N’o				
2793	Produto 2793	238	R$ 1.995,00	30/08/2025	N’o				
3238	Produto 3238	252	R$ 1.460,00	31/08/2025	Sim				
4365	Produto 4365	283	R$ 398,00	02/09/2025	N’o				
4953	Produto 4953	374	R$ 3.131,00	23/10/2025	Sim				
2895	Produto 2895	266	R$ 323,00	31/08/2025	N’o				
3171	Produto 3171	259	R$ 267,00	07/10/2025	N’o				
4527	Produto 4527	348	R$ 1.646,00	09/09/2025	Sim				
305	Produto 305	283	R$ 1.390,00	17/10/2025	Sim				
4102	Produto 4102	306	R$ 1.732,00	13/10/2025	N’o				
4937	Produto 4937	350	R$ 1.026,00	16/09/2025	N’o				
3466	Produto 3466	376	R$ 3.610,00	25/10/2025	N’o				
3880	Produto 3880	289	R$ 1.742,00	12/10/2025	N’o				
4424	Produto 4424	386	R$ 1.255,00	30/09/2025	Sim				
2273	Produto 2273	235	R$ 1.923,00	14/10/2025	Sim				
2961	Produto 2961	351	R$ 3.909,00	19/09/2025	N’o				
1059	Produto 1059	238	R$ 3.463,00	16/10/2025	N’o				
259	Produto 259	382	R$ 1.306,00	08/10/2025	Sim				
1968	Produto 1968	326	R$ 3.738,00	23/09/2025	Sim				
3802	Produto 3802	288	R$ 1.327,00	17/10/2025	Sim				
1415	Produto 1415	202	R$ 994,00	27/08/2025	N’o				
4313	Produto 4313	210	R$ 1.071,00	21/10/2025	Sim				
693	Produto 693	202	R$ 2.859,00	15/10/2025	Sim				
4377	Produto 4377	286	R$ 3.817,00	12/10/2025	Sim				
1438	Produto 1438	395	R$ 2.042,00	21/09/2025	Sim				
4496	Produto 4496	255	R$ 863,00	07/09/2025	N’o				
4032	Produto 4032	288	R$ 2.309,00	11/09/2025	Sim				
3769	Produto 3769	376	R$ 3.246,00	11/10/2025	Sim				
1222	Produto 1222	233	R$ 1.798,00	27/09/2025	N’o				
3886	Produto 3886	385	R$ 2.065,00	01/10/2025	N’o				
1027	Produto 1027	216	R$ 2.046,00	11/10/2025	Sim				
559	Produto 559	339	R$ 1.703,00	03/10/2025	Sim				
2338	Produto 2338	276	R$ 3.580,00	19/10/2025	Sim				
4169	Produto 4169	260	R$ 980,00	18/10/2025	N’o				
2917	Produto 2917	364	R$ 1.377,00	11/09/2025	N’o				
2797	Produto 2797	268	R$ 2.447,00	13/09/2025	Sim				
815	Produto 815	204	R$ 2.990,00	25/10/2025	N’o				
1912	Produto 1912	317	R$ 969,00	18/09/2025	N’o				
4636	Produto 4636	257	R$ 1.290,00	18/09/2025	N’o				
1599	Produto 1599	371	R$ 499,00	28/08/2025	N’o				
4306	Produto 4306	302	R$ 483,00	03/09/2025	Sim				
3411	Produto 3411	328	R$ 2.005,00	10/10/2025	Sim				
4234	Produto 4234	320	R$ 2.588,00	13/09/2025	N’o				
1209	Produto 1209	216	R$ 2.946,00	02/09/2025	Sim				
4359	Produto 4359	205	R$ 2.426,00	08/09/2025	N’o				
3349	Produto 3349	335	R$ 3.683,00	16/09/2025	N’o				
3339	Produto 3339	302	R$ 366,00	20/10/2025	Sim				
3694	Produto 3694	279	R$ 3.539,00	19/10/2025	Sim				
3593	Produto 3593	368	R$ 1.664,00	13/09/2025	N’o				
3475	Produto 3475	309	R$ 252,00	13/09/2025	Sim				
476	Produto 476	297	R$ 2.828,00	08/10/2025	N’o				
990	Produto 990	235	R$ 2.237,00	04/09/2025	Sim				
4312	Produto 4312	275	R$ 1.113,00	21/09/2025	Sim				
1957	Produto 1957	313	R$ 2.424,00	07/10/2025	Sim				
1091	Produto 1091	265	R$ 2.581,00	23/09/2025	N’o				
2129	Produto 2129	370	R$ 2.325,00	27/09/2025	N’o				
3741	Produto 3741	380	R$ 669,00	18/09/2025	N’o				
